m1_msun,m2_msun,scale_factor,redshift,chirp_mass_msun,total_mass_msun,mass_ratio_q,eta,passes_quality_cut,f_isco_hz,band,in_pta,in_lisa,in_gap
1.808164e+06,1.808164e+06,0.16482800,5.06693029,1.574098e+06,3.616327e+06,1.00000000,0.25000000,1,1.215923e-03,lisa,0,1,0
3.081340e+06,3.081340e+06,0.16512100,5.05616473,2.682463e+06,6.162681e+06,1.00000000,0.25000000,1,7.135166e-04,lisa,0,1,0
1.636448e+06,1.636448e+06,0.16551299,5.04182171,1.424611e+06,3.272896e+06,1.00000000,0.25000000,1,1.343512e-03,lisa,0,1,0
2.054473e+06,2.054473e+06,0.16562299,5.03780897,1.788523e+06,4.108946e+06,1.00000000,0.25000000,1,1.070147e-03,lisa,0,1,0
1.345062e+06,1.345062e+06,0.16564800,5.03689757,1.170945e+06,2.690124e+06,1.00000000,0.25000000,1,1.634562e-03,lisa,0,1,0
1.508370e+07,1.508370e+07,0.16580100,5.03132658,1.313112e+07,3.016740e+07,1.00000000,0.25000000,1,1.457591e-04,gap,0,0,1
1.353357e+06,1.353357e+06,0.16580699,5.03110868,1.178166e+06,2.706714e+06,1.00000000,0.25000000,1,1.624544e-03,lisa,0,1,0
1.804753e+06,1.804753e+06,0.16600400,5.02395115,1.571129e+06,3.609507e+06,1.00000000,0.25000000,1,1.218220e-03,lisa,0,1,0
1.583688e+06,1.583688e+06,0.16653299,5.00481610,1.378680e+06,3.167375e+06,1.00000000,0.25000000,1,1.388271e-03,lisa,0,1,0
1.647963e+06,1.647963e+06,0.16708900,4.98483442,1.434635e+06,3.295926e+06,1.00000000,0.25000000,1,1.334124e-03,lisa,0,1,0
1.310359e+06,1.310359e+06,0.16752200,4.96936528,1.140734e+06,2.620717e+06,1.00000000,0.25000000,1,1.677852e-03,lisa,0,1,0
2.213183e+06,2.213183e+06,0.16757800,4.96737053,1.926688e+06,4.426366e+06,1.00000000,0.25000000,1,9.934052e-04,lisa,0,1,0
1.343169e+06,1.343169e+06,0.16789500,4.95610337,1.169297e+06,2.686339e+06,1.00000000,0.25000000,1,1.636865e-03,lisa,0,1,0
4.395453e+06,4.395453e+06,0.16828001,4.94247663,3.826464e+06,8.790906e+06,1.00000000,0.25000000,1,5.001959e-04,gap,0,0,1
1.309510e+06,1.309510e+06,0.16837400,4.93915918,1.139995e+06,2.619020e+06,1.00000000,0.25000000,1,1.678939e-03,lisa,0,1,0
2.160850e+06,2.160850e+06,0.16838001,4.93894737,1.881129e+06,4.321701e+06,1.00000000,0.25000000,1,1.017464e-03,lisa,0,1,0
1.477635e+06,1.477635e+06,0.16869199,4.92796364,1.286356e+06,2.955270e+06,1.00000000,0.25000000,1,1.487910e-03,lisa,0,1,0
1.630100e+06,1.630100e+06,0.16869199,4.92796364,1.419085e+06,3.260201e+06,1.00000000,0.25000000,1,1.348744e-03,lisa,0,1,0
